,message,label
4345,Hi:)did you asked to waheeda fathima about leave?,nonspam
4346,Enjoy urself tmr...,nonspam
4347,You still around? I could use a half-8th,nonspam
4348,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,spam
4349,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,nonspam
4350,Ü bot notes oredi... Cos i juz rem i got...,nonspam
4351,Yes. Rent is very expensive so its the way we save.,nonspam
4352,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",nonspam
4353,Hows the pain dear?y r u smiling?,nonspam
4354,"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",nonspam
4355,important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,spam
4356,"Sorry, I can't help you on this.",nonspam
4357,Great. So should i send you my account number.,nonspam
4358,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",nonspam
4359,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",spam
4360,Ü only send me the contents page...,nonspam
4361,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! ",nonspam
4362,"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",nonspam
4363,"I can't right this second, gotta hit people up first",nonspam
4364,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",nonspam
4365,So what about you. What do you remember,nonspam
4366,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,nonspam
4367,Mm yes dear look how i am hugging you both. :-P,nonspam
4368,I like dis sweater fr mango but no more my size already so irritating.,nonspam
4369,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,nonspam
4370,Anytime lor...,nonspam
4371,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,spam
4372,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng,nonspam
4373,"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",spam
4374,Me fine..absolutly fine,nonspam
4375,K and you're sure I don't have to have consent forms to do it :V,nonspam
4376,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,spam
4377,"If you don't, your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy",spam
4378,How much is torch in 9ja.,nonspam
4379,"Doing nothing, then u not having dinner w us?",nonspam
4380,How are you. Just checking up on you,nonspam
4381,Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,nonspam
4382,Mathews or tait or edwards or anderson,nonspam
4383,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,nonspam
4384,No need lar i go engin? Cos my sis at arts today...,nonspam
4385,Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!,nonspam
4386,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,spam
4387,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",nonspam
4388,S.i'm watching it in live..,nonspam
4389,"see you then, we're all christmassy here!",nonspam
4390,"K I'm ready,  &lt;#&gt; ?",nonspam
4391,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",nonspam
4392,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,nonspam
4393,what are your new years plans?,nonspam
4394,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...,spam
4395,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,nonspam
4396,"Only just got this message, not ignoring you. Yes, i was. Shopping that is",nonspam
4397,Dear :-/ why you mood off. I cant drive so i brother to drive,nonspam
4398,When did dad get back.,nonspam
4399,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",nonspam
4400,Yes just finished watching days of our lives. I love it.,nonspam
4401,Juz go google n search 4 qet...,nonspam
4402,Many times we lose our best ones bcoz we are ,nonspam
4403,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8",nonspam
4404,Just getting back home,nonspam
4405,"Sorry, I'll call later  &lt;#&gt; mins",nonspam
4406,Dun need to use dial up juz open da browser n surf...,nonspam
4407,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,spam
4408,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit",nonspam
4409,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,nonspam
4410,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with ""ADP""",spam
4411,You also didnt get na hi hi hi hi hi,nonspam
4412,Ya but it cant display internal subs so i gotta extract them,nonspam
4413,If i said anything wrong sorry de:-),nonspam
4414,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,nonspam
4415,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,nonspam
4416,"Yeah I should be able to, I'll text you when I'm ready to meet up",nonspam
4417,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,nonspam
4418," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !",nonspam
4419,"When you get free, call me",nonspam
4420,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …,nonspam
4421,Ok i msg u b4 i leave my house.,nonspam
4422,Still at west coast... Haiz... Ü'll take forever to come back...,nonspam
4423,MMM ... Fuck .... Merry Christmas to me,nonspam
4424,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,nonspam
4425,Update your face book status frequently :),nonspam
4426,Just now saw your message.it k da:),nonspam
4427,Was it something u ate?,nonspam
4428,So what did the bank say about the money?,nonspam
4429,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,nonspam
4430,Hey they r not watching movie tonight so i'll prob b home early...,nonspam
4431,Yar lor... How u noe? U used dat route too?,nonspam
4432,2mro i am not coming to gym machan. Goodnight.,nonspam
4433,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,nonspam
4434,Can u look 4 me in da lib i got stuff havent finish yet.,nonspam
4435,Sounds great! Im going to sleep now. Have a good night!,nonspam
4436,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,spam
4437,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",nonspam
4438,How come u got nothing to do?,nonspam
4439,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,nonspam
4440,i want to grasp your pretty booty :),nonspam
4441,I've got it down to a tea. not sure which flavour,nonspam
4442,I'm going 2 orchard now laready me reaching soon. U reaching?,nonspam
4443,Dear i am not denying your words please,nonspam
4444,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,nonspam
4445,COME BACK TO TAMPA FFFFUUUUUUU,nonspam
4446,"2 celebrate my bday, y else?",nonspam
4447,Merry christmas to u too annie!,nonspam
4448,Please tell me you have some of that special stock you were talking about,nonspam
4449,I sent them. Do you like?,nonspam
4450,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam
4451,"Awesome, be there in a minute",nonspam
4452,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",nonspam
4453,I've told you everything will stop. Just dont let her get dehydrated.,nonspam
4454,Or I guess  &lt;#&gt;  min,nonspam
4455,I'm home. Ard wat time will u reach?,nonspam
4456,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",nonspam
4457,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",nonspam
4458,Aight should I just plan to come up later tonight?,nonspam
4459,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,nonspam
4460,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send ""go stop"" to 89123",spam
4461,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,nonspam
4462,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.",nonspam
4463,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",nonspam
4464,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,nonspam
4465,Ranjith cal drpd Deeraj and deepak 5min hold,nonspam
4466,CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X,nonspam
4467,Hey u still at the gym?,nonspam
4468,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",nonspam
4469,Much better now thanks lol,nonspam
4470,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.",nonspam
4471,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",nonspam
4472,Wa... U so efficient... Gee... Thanx...,nonspam
4473,3. You have received your mobile content. Enjoy,spam
4474,S but not able to sleep.,nonspam
4475,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,spam
4476,We will meet soon princess! Ttyl!,nonspam
4477,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,nonspam
4478,Oh :-)only 4 outside players allowed to play know,nonspam
4479,I anything lor.,nonspam
4480,Erutupalam thandiyachu,nonspam
4481,"Y cant u try new invention to fly..i'm not joking.,",nonspam
4482,No..its ful of song lyrics..,nonspam
4483,"What do u reckon as need 2 arrange transport if u can't do it, thanks",nonspam
4484,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,nonspam
4485,Shopping? Eh ger i toking abt syd leh...Haha,nonspam
4486,What not under standing.,nonspam
4487,have * good weekend.,nonspam
4488,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,nonspam
4489,Call me when you get the chance plz &lt;3,nonspam
4490,The new deus ex game comin early next yr,nonspam
4491,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,nonspam
4492,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!",nonspam
4493,Probably a couple hours tops,nonspam
4494,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",nonspam
4495,Man this bus is so so so slow. I think you're gonna get there before me,nonspam
4496,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,nonspam
4497,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade",nonspam
4498,Ok,nonspam
4499,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",spam
4500,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",spam
4501,Nvm take ur time.,nonspam
4502,So wat's da decision?,nonspam
4503,Wot is u up 2 then bitch?,nonspam
4504,Stupid.its not possible,nonspam
4505,She told to hr that he want posting in chennai:)because i'm working here:),nonspam
4506,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
4507,When are you guys leaving?,nonspam
4508,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?,nonspam
4509,Not able to do anything.,nonspam
4510,Ü takin linear algebra today?,nonspam
4511,This weekend is fine (an excuse not to do too much decorating),nonspam
4512,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",nonspam
4513,Now project pa. After that only i can come.,nonspam
4514,Money i have won wining number 946 wot do i do next,spam
4515,"Sure, whenever you show the fuck up &gt;:(",nonspam
4516,That was random saw my old roomate on campus. He graduated,nonspam
4517,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",spam
4518,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....",nonspam
4519,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,nonspam
4520,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho",nonspam
4521,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,nonspam
4522,Hi good mornin.. Thanku wish u d same..,nonspam
4523,DO U WANT 2 MEET UP 2MORRO,nonspam
4524,Actually I decided I was too hungry so I haven't left yet :V,nonspam
4525,I've sent ü my part..,nonspam
4526,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,nonspam
4527,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec £1.50ea. OTBox 731 LA1 7WS. )",spam
4528,Understand. his loss is my gain :) so do you work? School?,nonspam
4529,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,nonspam
4530,"Hiya, probably coming home * weekend after next",nonspam
4531,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,nonspam
4532,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,nonspam
4533,Ok both our days. So what are you making for dinner tonite? Am I invited?,nonspam
4534,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,spam
4535,I have no money 4 steve mate! !,nonspam
4536,IM LATE TELLMISS IM ON MY WAY,nonspam
4537,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,nonspam
4538,Normally i use to drink more water daily:),nonspam
4539,Dare i ask... Any luck with sorting out the car?,nonspam
4540,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more",nonspam
4541,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",nonspam
4542,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,nonspam
4543,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam
4544,I've been trying to reach him without success,nonspam
4545,when you and derek done with class?,nonspam
4546,Never y lei... I v lazy... Got wat? Dat day ü send me da url cant work one...,nonspam
4547,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,nonspam
4548,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,nonspam
4549,Hope you are having a good week. Just checking in,nonspam
4550,"Haha, my friend tyler literally just asked if you could get him a dubsack",nonspam
4551,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,nonspam
4552,Great. Have a safe trip. Dont panic surrender all.,nonspam
4553,"SYMPTOMS when U are in love: ""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your",nonspam
4554,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,nonspam
4555,Try to do something dear. You read something for exams,nonspam
4556,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",nonspam
4557,Gettin rdy to ship comp,nonspam
4558,I am in hospital da. . I will return home in evening,nonspam
4559,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),nonspam
4560,Think + da. You wil do.,nonspam
4561,I'm awake oh. What's up.,nonspam
4562,Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,nonspam
4563,How much u trying to get?,nonspam
4564,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",nonspam
4565,Tell me again what your address is,nonspam
4566,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",nonspam
4567,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,nonspam
4568,But you were together so you should be thinkin about him,nonspam
4569,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,nonspam
4570,At WHAT TIME should i come tomorrow,nonspam
4571,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,spam
4572,"CHA QUITEAMUZING THATSCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE ",nonspam
4573,Omg how did u know what I ate?,nonspam
4574,URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50,spam
4575,:( but your not here....,nonspam
4576,Not directly behind... Abt 4 rows behind ü...,nonspam
4577,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066,spam
4578,"Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records",spam
4579,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",spam
4580,No plans yet. What are you doing ?,nonspam
4581,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,nonspam
4582,Not course. Only maths one day one chapter with in one month we can finish.,nonspam
4583,Wow didn't think it was that common. I take it all back ur not a freak! Unless u chop it off:-),nonspam
4584,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",spam
4585,Noooooooo please. Last thing I need is stress. For once in your life be fair.,nonspam
4586,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,spam
4587,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",spam
4588,"I'll see if I can swing by in a bit, got some things to take care of here firsg",nonspam
4589,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),nonspam
4590,Have you not finished work yet or something?,nonspam
4591,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,nonspam
4592,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam
4593,Right it wasnt you who phoned it was someone with a number like yours!,nonspam
4594,It's ok i wun b angry. Msg u aft i come home tonight.,nonspam
4595,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon,nonspam
4596,Yo sorry was in the shower sup,nonspam
4597,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",nonspam
4598,Full heat pa:-) i have applyed oil pa.,nonspam
4599,I'm stuck in da middle of da row on da right hand side of da lt... ,nonspam
4600,Have you laid your airtel line to rest?,nonspam
4601,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing ,nonspam
4602,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,spam
4603,"Hey j! r u feeling any better, hopeSo hunny. i amnow feelin ill & ithink i may have tonsolitusaswell! damn iam layin in bedreal bored. lotsof luv me xxxx",nonspam
4604,And I don't plan on staying the night but I prolly won't be back til late,nonspam
4605,THANX 4 PUTTIN DA FONE DOWN ON ME!!,nonspam
4606,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?",nonspam
4607,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... ",nonspam
4608,Been running but only managed 5 minutes and then needed oxygen! Might have to resort to the roller option!,nonspam
4609,We live in the next  &lt;#&gt; mins,nonspam
4610,Y de asking like this.,nonspam
4611,Just glad to be talking to you.,nonspam
4612,Wat time ü finish?,nonspam
4613,Sorry da. I gone mad so many pending works what to do.,nonspam
4614,How much you got for cleaning,nonspam
4615,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30,nonspam
4616,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B,spam
4617,Ü called dad oredi...,nonspam
4618,Good. do you think you could send me some pix? I would love to see your top and bottom...,nonspam
4619,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.,nonspam
4620,"Sorry, I'll call later In meeting.",nonspam
4621,THIS IS A LONG FUCKIN SHOWR,nonspam
4622,"Received, understood n acted upon!",nonspam
4623,They finally came to fix the ceiling.,nonspam
4624,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",nonspam
4625,Jus finish blowing my hair. U finish dinner already?,nonspam
4626,I'm on the bus. Love you,nonspam
4627,Lol ... I knew that .... I saw him in the dollar store,nonspam
4628,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
4629,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,spam
4630,Only saturday and sunday holiday so its very difficult:),nonspam
4631,Everybody had fun this evening. Miss you.,nonspam
4632,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?",nonspam
4633,"I'm in a meeting, call me later at",nonspam
4634,Oh wow thats gay. Will firmware update help,nonspam
4635,These won't do. Have to move on to morphine,nonspam
4636,How come i din c ü... Yup i cut my hair...,nonspam
4637,K k pa Had your lunch aha.,nonspam
4638,Oh ho. Is this the first time u use these type of words,nonspam
4639,Captain vijaykanth is doing comedy in captain tv..he is drunken :),nonspam
4640,Of course. I guess god's just got me on hold right now.,nonspam
4641,Do you hide anythiing or keeping distance from me,nonspam
4642,Havent.,nonspam
4643,You are being ripped off! Get your mobile content from www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads for only 3,spam
4644,Sorry i din lock my keypad.,nonspam
4645,Did u got that persons story,nonspam
4646,Are you planning to come chennai?,nonspam
4647,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705,spam
4648,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,nonspam
4649,We are okay. Going to sleep now. Later,nonspam
4650,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",nonspam
4651,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to ""DRINK"". . . But don't ""DRIVE """,nonspam
4652,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 ,spam
4653,Where r e meeting tmr?,nonspam
4654,Lol yes. But it will add some spice to your day.,nonspam
4655,Hope you are having a great day.,nonspam
4656,Our Prasanth ettans mother passed away last night. Just pray for her and family.,nonspam
4657,"K, I'll work something out",nonspam
4658,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08718738002 Identifier Code: 48922 Expires 21/11/04,spam
4659,This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,nonspam
4660,I cant pick the phone right now. Pls send a message,nonspam
4661,You call him and tell now infront of them. Call him now.,nonspam
4662,Ok no prob...,nonspam
4663,Ladies first and genus second k .,nonspam
4664,No. Yes please. Been swimming?,nonspam
4665,Mum not going robinson already.,nonspam
4666,Ok set let u noe e details later...,nonspam
4667,Not..tel software name..,nonspam
4668,I send the print  outs da.,nonspam
4669,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,nonspam
4670,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!",nonspam
4671,"I didnt get ur full msg..sometext is missing, send it again",nonspam
4672,"Probably not, I'm almost out of gas and I get some cash tomorrow",nonspam
4673,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",spam
4674,I forgot 2 ask ü all smth.. There's a card on da present lei... How? Ü all want 2 write smth or sign on it?,nonspam
4675,I'm leaving my house now.,nonspam
4676,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text",spam
4677,Ü ready then call me...,nonspam
